,name,prepayment_amount,body,issue_year,color,drive_unit,eng_capacity,mileage,condition,fuel_type,cleared,transmission,published_time,city,price,views,link,description,year,car_name,model
1017,"Toyota Camry, 2007",26700,Седан,2007,Серебристый,Полный,2.4,67000,С пробегом,Бензин,Да,Автомат,2023-03-08 11:23:00,Душанбе,89000,199,https://somon.tj/adv/9577143_toyota-camry-2007/,2007 Toyota Camry G. Японка. 67000 пробег. Мошин дар Душанбе. Харидори конкретный Занг занад.АЛИШ НАМЕШАВАД.,2007,Toyota,Camry
1018,"Toyota Camry, 2010",48000,Седан,2010,Серебристый,Передний,2.5,133000,С пробегом,Бензин,Да,Автомат,2023-03-08 11:26:00,Душанбе,160000,74,https://somon.tj/adv/9295891_toyota-camry-2010/,"СРОЧНО! Корея. Пробеги родной 133000. Катализаторош хаст. Ягон проблема надора. 8  мох танировка, хуччат дора. Маслаи матор,каробка алиш кадаги. 4 балон ( Hankook ) -и нав. Кондиционер, печка, обогрев сидений, парктроники пешу кафо кор мекна. Бе номр мефрушм. Бисёр арзон намешава. Савдо пеши мошинда.",2010,Toyota,Camry
1019,"Toyota Camry, 2011",50100,Седан,2011,Чёрный,Передний,2.5,153000,С пробегом,Бензин,Да,Автомат,2023-03-08 11:23:00,Худжанд,167000,77,https://somon.tj/adv/9299916_toyota-camry-2011/,"ХLE Корея вагон як даст полный наварот ягон кораш нест тонировка техосмотр 6 мах шины новые
Мотор 💯 
Коробка 💯 
Ходовой 💯
Кузов 💯 
Мошин 💯 
Любые проверки с гарантией!
Подробности любые вопросы по телефону 📲 (звонить любое время только конкретным покупателям)",2011,Toyota,Camry
1020,"Toyota Camry, 2014",58800,Седан,2014,Чёрный,Передний,2.5,12345,С пробегом,Гибрид,Да,Автомат,2023-03-08 11:19:00,Душанбе,196000,106,https://somon.tj/adv/9503720_toyota-camry-2014/,"ВАГОН, Дар ҳолати беҳтарин қарор дорад.5 и оригинали Японка",2014,Toyota,Camry
1021,"Toyota Camry, 2015",73500,Седан,2015,Чёрный,Передний,3.5,12345,С пробегом,Бензин,Да,Автомат,2023-03-08 11:26:00,Душанбе,245000,109,https://somon.tj/adv/9577159_toyota-camry-2015/,Салом мошин дар ҳолати хуб 4-балон нав Ҳуҷатои солона 100% маълумоти пура бо телефон харидори аник 🤲,2015,Toyota,Camry
1022,"Toyota Camry, 2018",0,Седан,2018,Чёрный,Передний,2.5,1234,С пробегом,Бензин,Да,Автомат,2023-03-08 11:20:00,Душанбе,335500,104,https://somon.tj/adv/9577085_toyota-camry-2018/,Мошини дар холати хуб карор дорад срочна мефрушем Эвропа,2018,Toyota,Camry
1023,"Toyota Corolla, 2008",25499,Седан,2008,Белый,Передний,1.6,0,С пробегом,Бензин + газ,Да,Автомат,2023-03-08 11:11:00,Душанбе,84999,132,https://somon.tj/adv/9577053_toyota-corolla-2008/,мошин дар холати хуби техники карор дорад. дар ин ракамхо занг занед,2008,Toyota,Corolla
1024,"Toyota Corolla, 2012",42000,Седан,2012,Серебристый,Передний,1.6,200000,С пробегом,Бензин,Да,Автомат,2023-03-08 11:03:00,Душанбе,140000,90,https://somon.tj/adv/9577044_toyota-corolla-2012/,Европейка. Мошин дар холати бехтарин карор дорад. Аз автосалон харидем. Як даст гаштаги. Се калид. Бо пульт заводить мешава. Ягон дард надорад.,2012,Toyota,Corolla
1025,"Toyota Fielder, 2012",29100,Фургон,2012,Чёрный,Полный,1.8,0,С пробегом,Бензин,Да,Автомат,2023-03-08 11:18:00,Душанбе,97000,23,https://somon.tj/adv/9459319_toyota-fielder-2012/,ВАГОН дар ҳолати оли қарор дорад.,2012,Toyota,Fielder
1026,"Toyota Mark II, 1997",8100,Седан,1997,Белый,Задний,2.0,0,С пробегом,Бензин + газ,Да,Автомат,2023-03-08 11:01:00,Вахдат,27000,88,https://somon.tj/adv/9577038_toyota-mark-ii-1997/,Срочна фруши,1997,Toyota,Mark II
1027,"Toyota Mark X, 2008",25500,Универсал,2008,Мокрый асфальт,Передний,2.4,157336,С пробегом,Бензин,Да,Автомат,2023-03-08 11:16:00,Душанбе,85000,40,https://somon.tj/adv/9577105_toyota-mark-x-2008/,"!!!Срочно!!!  
             《Вагон》 
 мошин нав фуровардагияй
   растаможка кардагияй
мошин 100% ягон айб надора
   дискахош размери R18
    маторш 2.4 бензин ⛽
         танировка дора
        кандиционерш ях
        Toyota-mark x zio
       дакумент надора
     задний камера дора
  бо камтар муомила дора",2008,Toyota,Mark X
1028,"Toyota RAV 4, 2017",0,Внедорожник,2017,Белый,Полный,2.0,108000,Новая,Бензин,Да,Автомат,2023-03-08 11:20:00,Душанбе,290000,31,https://somon.tj/adv/9490225_toyota-rav-4-2017/,мошин тоза як даст срочно 2 турбо,2017,Toyota,RAV 4
1029,"Toyota Verso, 2008",29850,Минивен,2008,Чёрный,Передний,1.8,0,Новая,Бензин,Да,Механика,2023-03-06 14:59:00,Душанбе,99500,249,https://somon.tj/adv/9541726_toyota-verso-2008/,"Вагон Европа( Германия) , 7 местка , мультифунк.руль , датчик дождья, кожанный руль, сиденья лифт , руль лифт,  обогрев сиденья, подлокотники, кондиционер, климатконтроль, радио, CD- магнитола,  центральный замок, сигнализация , круиз контроль , старстоп , 4 электропакета , электро зеркала , стальные литые диски,  новая резина PS: цвет машины черный металлик( калуш не).",2008,Toyota,Verso
1030,"Toyota Voxy, 2008",23700,Универсал,2008,Белый,Передний,2.0,123456,С пробегом,Бензин,Да,Автомат,2023-03-08 11:20:00,Душанбе,79000,42,https://somon.tj/adv/9554245_toyota-voxy-2008/,"Вагон нав даромад
Растамочка да номи харидор мекунем Срочно",2008,Toyota,Voxy
1031,"ВАЗ 2111, 2000",0,Универсал,2000,Голубой,Передний,1.5,152863,С пробегом,Бензин + газ,Да,Механика,2023-03-07 15:07:00,Пенджикент,17000,161,https://somon.tj/adv/9573379_vaz-2111-2000/,"Дар ҳолати хуби техникӣ қарор дорад.Ҳуҷатош то моҳи ноябр аклюматораш нав,",2000,ВАЗ,2111
1032,"ВАЗ 2114, 2004",7500,Хэтчбек,2004,Серебристый,Передний,1.6,139000,С пробегом,Бензин,Да,Механика,2023-03-08 11:18:00,Бободжон Гафуров,25000,160,https://somon.tj/adv/9576512_vaz-2114-2004/,Автомашина в отличном состояний. Снята с учета!,2004,ВАЗ,2114
1033,"BMW 3 series, 2013",45000,Седан,2013,Мокрый асфальт,Задний,2.0,12345,С пробегом,Бензин,Да,Автомат,2023-03-08 10:36:00,Душанбе,150000,81,https://somon.tj/adv/9426664_bmw-3-series-2013/,"Тонировка , солона документ ! 
4 мох шид омаданща аз Грузия 
Америка
Глушитель acrapovic

Алиш намешава 

Илтимос бехуда Занг назанен!!!",2013,BMW,3 series
1034,"BMW 5 series, 2004",20400,Седан,2004,Чёрный,Передний,2.0,22,С пробегом,Бензин,Да,Автомат,2023-03-08 10:41:00,Душанбе,68000,219,https://somon.tj/adv/9565950_bmw-5-series-2004/,"СРОЧНО СРОЧНО 
МАТОР КАРОБКА 100% 
МАСЛАЙ МАТОР КАРОБКА НАВ
ҲУҶАТОШ 1МОҲ..
КАНСАНЕР100%
АБАГРЕФ СИДЕНИ
ЛЮК ДОРА..",2004,BMW,5 series
1035,"BMW 5 series, 2014",72000,Седан,2014,Белый,Полный,2.0,111,С пробегом,Дизель,Да,Автомат,2023-03-08 10:45:00,Душанбе,240000,146,https://somon.tj/adv/9576964_bmw-5-series-2014/,"Luxury!Фары LED!Присоска дверей,бесключевой доступ,электронный щиток приборов,акустика harman/kardon logic7!Обогрев руля и всех сидений!Багажник открывается движением ноги! Диски оригинал",2014,BMW,5 series
1036,"BMW iX, 2022",0,Кроссовер,2022,Зелёный,Полный,4.0,9606,Новая,Электричество,Да,Вариатор,2023-03-05 12:06:00,Душанбе,1180000,2029,https://somon.tj/adv/9558858_bmw-ix-2022/,"BMW iX 4.0. xDrive40 Sport Package Plus 
    EUROPA 2022 километраж 9606
:Кол-во мест 5 мест
:Кол-во дверей 5 дверей
:Клиренс 200 мм
:Объем багажника 500 л
:Запас хода на электротяге в км	455
:Адаптивная подвеска
     ОПЦИИ
 -Аудиосистема Harman/Kardon (655W, 18 динамиков)
-Понорамная Крыша
-Система электронного контроля устойчивости (ESP)	
-Антипробуксовочная система (TCS)	
-Система предотвращения выезда из полосы движения (LKA)	
-Адаптивный круиз-контроль (ACCS)	
-Система управления дальним светом	
-Система мониторинга «слепых зон»	
-Система распознавания дорожных знаков	
-Система контроля давления в шинах	
-Передний парктроник Задний парктроник	
-Интеллектуальная система помощи при парковке (IPA)	
-Система предотвращения столкновения с функцией автоматического торможения
-Раздельный климат-контроль	4 зоны
	-Полноцветный ЖК-монитор	14.9""
-Система навигации	
-Система помощи при парковке	
-Камера кругого обзора С помощью 360 	
3D
-Массаж седений передние ,обдув , кондиционирование 
-Запоминание Привычек водителя
-Система Асистент помощь водителя 
-Комфортная подсветка из разных цветов радуги 
- Адаптивные Сомоторможение 
-Авто видение других авто по кругу во время поездки 
-Редкий цвет 
-Разные Режимы Дизайна интерфейса и освещения плюс управление меняеться при смене режимов 
- Хрусталы по кругу 

В Общем и целом Машина Идеальная и редкой комплектации цвет редкий Sport Package Plus Диван на колесах 
-Документы торировка и техосмотр имееться 

-",2022,BMW,iX
